STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,male_female
Oklahoma,Woods County,4,8587,4634,3953,Male
Oklahoma,Woodward County,4,19990,10614,9376,Male
Oregon,Baker County,4,16938,8703,8235,Male
Oregon,Benton County,4,97630,49071,48559,Male
Oregon,Clackamas County,4,423177,210523,212654,Female
Oregon,Clatsop County,4,41695,20676,21019,Female
Oregon,Columbia County,4,53588,27083,26505,Male
Oregon,Coos County,4,64990,32262,32728,Female
Oregon,Crook County,4,26375,13256,13119,Male
Oregon,Curry County,4,23598,11704,11894,Female
Oregon,Deschutes County,4,206549,103043,103506,Female
Oregon,Douglas County,4,112297,55913,56384,Female
Oregon,Gilliam County,4,2018,1017,1001,Male
Oregon,Grant County,4,7218,3644,3574,Male
Oregon,Harney County,4,7515,3770,3745,Male
Oregon,Hood River County,4,24048,12103,11945,Male
Oregon,Jackson County,4,221644,108909,112735,Female
Oregon,Jefferson County,4,25330,13289,12041,Male
Oregon,Josephine County,4,87730,42813,44917,Female
Oregon,Klamath County,4,70212,35313,34899,Male
Oregon,Lake County,4,8385,4521,3864,Male
Oregon,Lane County,4,382353,189171,193182,Female
Oregon,Lincoln County,4,50813,24599,26214,Female
Oregon,Linn County,4,130467,64868,65599,Female
Oregon,Malheur County,4,31879,17311,14568,Male
Oregon,Marion County,4,346703,173906,172797,Male
Oregon,Morrow County,4,12300,6281,6019,Male
Oregon,Multnomah County,4,795083,396417,398666,Female
Oregon,Polk County,4,89614,44040,45574,Female
Oregon,Sherman County,4,1955,979,976,Male
Oregon,Tillamook County,4,27574,13950,13624,Male
Oregon,Umatilla County,4,80215,42313,37902,Male
Oregon,Union County,4,26177,13161,13016,Male
Oregon,Wallowa County,4,7659,3743,3916,Female
Oregon,Wasco County,4,26561,13453,13108,Male
Oregon,Washington County,4,600176,300167,300009,Male
Oregon,Wheeler County,4,1445,709,736,Female
Oregon,Yamhill County,4,108226,54491,53735,Male
Pennsylvania,Adams County,4,106027,52723,53304,Female
Pennsylvania,Allegheny County,4,1233253,602519,630734,Female
Pennsylvania,Armstrong County,4,64747,32521,32226,Male
Pennsylvania,Beaver County,4,165677,81286,84391,Female
Pennsylvania,Bedford County,4,47418,23883,23535,Male
Pennsylvania,Berks County,4,430449,214183,216266,Female
Pennsylvania,Blair County,4,121032,59915,61117,Female
Pennsylvania,Bradford County,4,59866,30000,29866,Male
Pennsylvania,Bucks County,4,645054,319572,325482,Female
Pennsylvania,Butler County,4,197300,98364,98936,Female
Pennsylvania,Cambria County,4,131441,65626,65815,Female
Pennsylvania,Cameron County,4,4418,2254,2164,Male
Pennsylvania,Carbon County,4,65460,32929,32531,Male
Pennsylvania,Centre County,4,158425,83602,74823,Male
Pennsylvania,Chester County,4,545823,271148,274675,Female
Pennsylvania,Clarion County,4,37346,18454,18892,Female
Pennsylvania,Clearfield County,4,77904,40643,37261,Male
Pennsylvania,Clinton County,4,37931,18790,19141,Female
Pennsylvania,Columbia County,4,64926,31540,33386,Female
Pennsylvania,Crawford County,4,82670,40926,41744,Female
Pennsylvania,Cumberland County,4,268579,134168,134411,Female
Pennsylvania,Dauphin County,4,288800,141385,147415,Female
Pennsylvania,Delaware County,4,575182,279211,295971,Female
Pennsylvania,Elk County,4,30477,15547,14930,Male
Pennsylvania,Erie County,4,267689,133284,134405,Female
Pennsylvania,Fayette County,4,125755,62903,62852,Male
Pennsylvania,Forest County,4,6626,4721,1905,Male
Pennsylvania,Franklin County,4,156902,77511,79391,Female
Pennsylvania,Fulton County,4,14533,7459,7074,Male
Pennsylvania,Greene County,4,34663,18129,16534,Male
Pennsylvania,Huntingdon County,4,43281,22944,20337,Male
Pennsylvania,Indiana County,4,82957,41593,41364,Male
Pennsylvania,Jefferson County,4,43794,22145,21649,Male
Pennsylvania,Juniata County,4,23339,11812,11527,Male
Pennsylvania,Lackawanna County,4,215615,106081,109534,Female
Pennsylvania,Lancaster County,4,556629,274155,282474,Female
Pennsylvania,Lawrence County,4,84849,41439,43410,Female
Pennsylvania,Lebanon County,4,144011,71110,72901,Female
Pennsylvania,Lehigh County,4,376317,185894,190423,Female
Pennsylvania,Luzerne County,4,326369,162897,163472,Female
Pennsylvania,Lycoming County,4,113104,55822,57282,Female
Pennsylvania,McKean County,4,39866,20655,19211,Male
Pennsylvania,Mercer County,4,109220,54138,55082,Female
Pennsylvania,Mifflin County,4,45988,22698,23290,Female
Pennsylvania,Monroe County,4,167198,84003,83195,Male
Pennsylvania,Montgomery County,4,864683,424244,440439,Female
Pennsylvania,Montour County,4,18091,9003,9088,Female
Pennsylvania,Northampton County,4,318526,158114,160412,Female
Pennsylvania,Northumberland County,4,90133,45620,44513,Male
Pennsylvania,Perry County,4,46114,23446,22668,Male
Pennsylvania,Philadelphia County,4,1567258,743580,823678,Female
Pennsylvania,Pike County,4,60558,30920,29638,Male
Pennsylvania,Potter County,4,16220,8179,8041,Male
Pennsylvania,Schuylkill County,4,143104,73774,69330,Male
Pennsylvania,Snyder County,4,39652,19677,19975,Female
Pennsylvania,Somerset County,4,72710,38050,34660,Male
Pennsylvania,Sullivan County,4,5855,3002,2853,Male
Pennsylvania,Susquehanna County,4,38074,19392,18682,Male
Pennsylvania,Tioga County,4,41106,20699,20407,Male
Pennsylvania,Union County,4,42744,22724,20020,Male
Pennsylvania,Venango County,4,49777,24810,24967,Female
Pennsylvania,Warren County,4,37808,19085,18723,Male
Pennsylvania,Washington County,4,210383,104203,106180,Female
Pennsylvania,Wayne County,4,51173,27115,24058,Male
Pennsylvania,Westmoreland County,4,352057,174248,177809,Female
Pennsylvania,Wyoming County,4,26014,13119,12895,Male
Pennsylvania,York County,4,461058,229757,231301,Female
Rhode Island,Bristol County,4,50360,24447,25913,Female
Rhode Island,Kent County,4,171275,83800,87475,Female
Rhode Island,Newport County,4,84481,41824,42657,Female
Rhode Island,Providence County,4,657288,323401,333887,Female
Rhode Island,Washington County,4,130330,63523,66807,Female
South Carolina,Abbeville County,4,24356,11851,12505,Female
South Carolina,Aiken County,4,174150,84286,89864,Female
South Carolina,Allendale County,4,7579,4024,3555,Male
South Carolina,Anderson County,4,209581,101626,107955,Female
South Carolina,Bamberg County,4,12908,6152,6756,Female
South Carolina,Barnwell County,4,20414,9898,10516,Female
South Carolina,Beaufort County,4,196371,97019,99352,Female
South Carolina,Berkeley County,4,245117,122070,123047,Female
South Carolina,Calhoun County,4,14179,6842,7337,Female
South Carolina,Charleston County,4,419279,203385,215894,Female
South Carolina,Cherokee County,4,56121,27701,28420,Female
South Carolina,Chester County,4,31931,15469,16462,Female
South Carolina,Chesterfield County,4,43683,21454,22229,Female
South Carolina,Clarendon County,4,30913,15226,15687,Female
South Carolina,Colleton County,4,38599,18712,19887,Female
South Carolina,Darlington County,4,62398,29652,32746,Female
South Carolina,Dillon County,4,27738,13057,14681,Female
South Carolina,Dorchester County,4,166133,81001,85132,Female
South Carolina,Edgefield County,4,26932,14566,12366,Male
South Carolina,Fairfield County,4,20455,9884,10571,Female
South Carolina,Florence County,4,136721,64236,72485,Female
South Carolina,Georgetown County,4,64722,30694,34028,Female
South Carolina,Greenville County,4,547950,266677,281273,Female
South Carolina,Greenwood County,4,69267,32514,36753,Female
South Carolina,Hampton County,4,18113,9469,8644,Male
South Carolina,Horry County,4,383101,185476,197625,Female
South Carolina,Jasper County,4,32039,16127,15912,Male
South Carolina,Kershaw County,4,67751,32904,34847,Female
South Carolina,Lancaster County,4,104577,51352,53225,Female
South Carolina,Laurens County,4,67965,33083,34882,Female
South Carolina,Lee County,4,16153,8129,8024,Male
South Carolina,Lexington County,4,304797,148704,156093,Female
South Carolina,McCormick County,4,9764,5179,4585,Male
South Carolina,Marion County,4,28450,13304,15146,Female
South Carolina,Marlboro County,4,26039,13714,12325,Male
South Carolina,Newberry County,4,38247,18838,19409,Female
South Carolina,Oconee County,4,80180,39583,40597,Female
South Carolina,Orangeburg County,4,83094,39106,43988,Female
South Carolina,Pickens County,4,133462,66677,66785,Female
South Carolina,Richland County,4,421566,202795,218771,Female
South Carolina,Saluda County,4,18938,9693,9245,Male
South Carolina,Spartanburg County,4,345831,168933,176898,Female
South Carolina,Sumter County,4,104012,50214,53798,Female
South Carolina,Union County,4,26752,12716,14036,Female
South Carolina,Williamsburg County,4,30058,14690,15368,Female
South Carolina,York County,4,294248,143437,150811,Female
South Dakota,Aurora County,4,2755,1417,1338,Male
South Dakota,Beadle County,4,19376,9605,9771,Female
South Dakota,Bennett County,4,3336,1653,1683,Female
South Dakota,Bon Homme County,4,7062,4183,2879,Male
South Dakota,Brookings County,4,35484,18323,17161,Male
South Dakota,Brown County,4,37972,18753,19219,Female
South Dakota,Brule County,4,5321,2682,2639,Male
South Dakota,Buffalo County,4,1861,924,937,Female
South Dakota,Butte County,4,10774,5501,5273,Male
South Dakota,Campbell County,4,1349,701,648,Male
South Dakota,Charles Mix County,4,9213,4702,4511,Male
South Dakota,Clark County,4,3912,2070,1842,Male
South Dakota,Clay County,4,15280,7575,7705,Female
South Dakota,Codington County,4,28721,14496,14225,Male
South Dakota,Corson County,4,3826,1931,1895,Male
South Dakota,Custer County,4,9006,4531,4475,Male
South Dakota,Davison County,4,19973,9996,9977,Male
South Dakota,Day County,4,5479,2819,2660,Male
South Dakota,Deuel County,4,4352,2256,2096,Male
South Dakota,Dewey County,4,5140,2558,2582,Female
South Dakota,Douglas County,4,2776,1371,1405,Female
South Dakota,Edmunds County,4,4065,2087,1978,Male
South Dakota,Fall River County,4,7370,3716,3654,Male
South Dakota,Faulk County,4,2126,1090,1036,Male
South Dakota,Grant County,4,7463,3843,3620,Male
South Dakota,Gregory County,4,3962,2029,1933,Male
South Dakota,Haakon County,4,1826,893,933,Female
South Dakota,Hamlin County,4,6352,3341,3011,Male
South Dakota,Hand County,4,3140,1597,1543,Male
South Dakota,Hanson County,4,3461,1792,1669,Male
South Dakota,Harding County,4,1330,699,631,Male
South Dakota,Hughes County,4,17692,8731,8961,Female
South Dakota,Hutchinson County,4,7368,3686,3682,Male
South Dakota,Hyde County,4,1184,599,585,Male
South Dakota,Jackson County,4,2821,1408,1413,Female
South Dakota,Jerauld County,4,1650,828,822,Male
South Dakota,Jones County,4,884,463,421,Male
South Dakota,Kingsbury County,4,5294,2728,2566,Male
South Dakota,Lake County,4,10972,5756,5216,Male
South Dakota,Lawrence County,4,27214,13731,13483,Male
South Dakota,Lincoln County,4,70987,35466,35521,Female
South Dakota,Lyman County,4,3692,1954,1738,Male
South Dakota,McCook County,4,5778,2983,2795,Male
South Dakota,McPherson County,4,2395,1204,1191,Male
South Dakota,Marshall County,4,4374,2333,2041,Male
South Dakota,Meade County,4,30698,16039,14659,Male
South Dakota,Mellette County,4,1892,973,919,Male
South Dakota,Miner County,4,2304,1193,1111,Male
South Dakota,Minnehaha County,4,203971,104098,99873,Male
South Dakota,Moody County,4,6349,3254,3095,Male
South Dakota,Oglala Lakota County,4,13519,6662,6857,Female
South Dakota,Pennington County,4,114461,58519,55942,Male
South Dakota,Perkins County,4,2804,1411,1393,Male
South Dakota,Potter County,4,2438,1202,1236,Female
South Dakota,Roberts County,4,10163,5228,4935,Male
South Dakota,Sanborn County,4,2415,1246,1169,Male
South Dakota,Spink County,4,6235,3139,3096,Male
South Dakota,Stanley County,4,2999,1538,1461,Male
South Dakota,Sully County,4,1471,783,688,Male
South Dakota,Todd County,4,9220,4527,4693,Female
South Dakota,Tripp County,4,5565,2846,2719,Male
South Dakota,Turner County,4,8856,4420,4436,Female
South Dakota,Union County,4,17063,8642,8421,Male
South Dakota,Walworth County,4,5265,2697,2568,Male
South Dakota,Yankton County,4,23373,12089,11284,Male
South Dakota,Ziebach County,4,2395,1213,1182,Male
Tennessee,Anderson County,4,78913,38913,40000,Female
Tennessee,Bedford County,4,51950,25952,25998,Female
Tennessee,Benton County,4,16002,7905,8097,Female
Tennessee,Bledsoe County,4,14798,8410,6388,Male
Tennessee,Blount County,4,139958,68854,71104,Female
Tennessee,Bradley County,4,110616,54019,56597,Female
Tennessee,Campbell County,4,39584,19625,19959,Female
Tennessee,Cannon County,4,14788,7454,7334,Male
Tennessee,Carroll County,4,28458,14052,14406,Female
Tennessee,Carter County,4,56410,27939,28471,Female
Tennessee,Cheatham County,4,41830,21028,20802,Male
Tennessee,Chester County,4,17609,8562,9047,Female
Tennessee,Claiborne County,4,32431,15991,16440,Female
Tennessee,Clay County,4,7620,3759,3861,Female
Tennessee,Cocke County,4,36879,18061,18818,Female
Tennessee,Coffee County,4,59728,29352,30376,Female
Tennessee,Crockett County,4,13888,6716,7172,Female
Tennessee,Cumberland County,4,63522,31212,32310,Female
Tennessee,Davidson County,4,708144,342074,366070,Female
Tennessee,Decatur County,4,11564,5802,5762,Male
Tennessee,DeKalb County,4,21003,10561,10442,Male
Tennessee,Dickson County,4,55761,27648,28113,Female
Tennessee,Dyer County,4,36410,17771,18639,Female
Tennessee,Fayette County,4,43630,21654,21976,Female
Tennessee,Fentress County,4,19332,9535,9797,Female
Tennessee,Franklin County,4,43942,21657,22285,Female
Tennessee,Gibson County,4,50837,24739,26098,Female
Tennessee,Giles County,4,30554,14820,15734,Female
Tennessee,Grainger County,4,24277,12263,12014,Male
Tennessee,Greene County,4,71405,35454,35951,Female
Tennessee,Grundy County,4,13783,6861,6922,Female
Tennessee,Hamblen County,4,65168,32169,32999,Female
Tennessee,Hamilton County,4,374682,181928,192754,Female
Tennessee,Hancock County,4,6845,3401,3444,Female
Tennessee,Hardeman County,4,25529,14084,11445,Male
Tennessee,Hardin County,4,27077,13218,13859,Female
Tennessee,Hawkins County,4,58043,28726,29317,Female
Tennessee,Haywood County,4,17550,8269,9281,Female
Tennessee,Henderson County,4,27929,13777,14152,Female
Tennessee,Henry County,4,32379,15873,16506,Female
Tennessee,Hickman County,4,25455,13345,12110,Male
Tennessee,Houston County,4,8219,4061,4158,Female
Tennessee,Humphreys County,4,19106,9655,9451,Male
Tennessee,Jackson County,4,11989,6089,5900,Male
Tennessee,Jefferson County,4,56727,28065,28662,Female
Tennessee,Johnson County,4,18086,9695,8391,Male
Tennessee,Knox County,4,494574,242196,252378,Female
Tennessee,Lake County,4,6507,3933,2574,Male
Tennessee,Lauderdale County,4,24793,12818,11975,Male
Tennessee,Lawrence County,4,45415,22519,22896,Female
Tennessee,Lewis County,4,12957,6382,6575,Female
Tennessee,Lincoln County,4,36004,17796,18208,Female
Tennessee,Loudon County,4,58181,28787,29394,Female
Tennessee,McMinn County,4,54719,26876,27843,Female
Tennessee,McNairy County,4,25988,12835,13153,Female
Tennessee,Macon County,4,26229,12934,13295,Female
Tennessee,Madison County,4,99245,47733,51512,Female
Tennessee,Marion County,4,29094,14428,14666,Female
Tennessee,Marshall County,4,35878,17688,18190,Female
Tennessee,Maury County,4,108159,52699,55460,Female
Tennessee,Meigs County,4,13272,6674,6598,Male
Tennessee,Monroe County,4,47740,23793,23947,Female
Tennessee,Montgomery County,4,235201,117725,117476,Male
Tennessee,Moore County,4,6742,3342,3400,Female
Tennessee,Morgan County,4,21224,11567,9657,Male
Tennessee,Obion County,4,30394,14806,15588,Female
Tennessee,Overton County,4,23044,11596,11448,Male
Tennessee,Perry County,4,8685,4387,4298,Male
Tennessee,Pickett County,4,5107,2552,2555,Female
Tennessee,Polk County,4,17863,8904,8959,Female
Tennessee,Putnam County,4,82382,41345,41037,Male
Tennessee,Rhea County,4,33730,16925,16805,Male
Tennessee,Roane County,4,55082,27308,27774,Female
Tennessee,Robertson County,4,75470,37606,37864,Female
Tennessee,Rutherford County,4,360619,178002,182617,Female
Tennessee,Scott County,4,22035,11003,11032,Female
Tennessee,Sequatchie County,4,16909,8561,8348,Male
Tennessee,Sevier County,4,98789,48914,49875,Female
Tennessee,Shelby County,4,916371,435204,481167,Female
Tennessee,Smith County,4,20489,10291,10198,Male
Tennessee,Stewart County,4,14035,7081,6954,Male
Tennessee,Sullivan County,4,160820,79030,81790,Female
Tennessee,Sumner County,4,203858,100189,103669,Female
Tennessee,Tipton County,4,61656,30465,31191,Female
Tennessee,Trousdale County,4,12111,7095,5016,Male
Tennessee,Unicoi County,4,17674,8831,8843,Female
Tennessee,Union County,4,20452,10190,10262,Female
Tennessee,Van Buren County,4,6429,3235,3194,Male
Tennessee,Warren County,4,42026,21054,20972,Male
Tennessee,Washington County,4,136172,67085,69087,Female
Tennessee,Wayne County,4,16308,9154,7154,Male
Tennessee,Weakley County,4,33063,16294,16769,Female
Tennessee,White County,4,28064,13887,14177,Female
Tennessee,Williamson County,4,260815,129198,131617,Female
Tennessee,Wilson County,4,158555,78443,80112,Female
Texas,Anderson County,4,58064,35405,22659,Male
Texas,Andrews County,4,18334,9376,8958,Male
Texas,Angelina County,4,87101,42757,44344,Female
Texas,Aransas County,4,24944,12403,12541,Female
Texas,Archer County,4,8835,4423,4412,Male
Texas,Armstrong County,4,1850,928,922,Male
Texas,Atascosa County,4,50864,25471,25393,Male
Texas,Austin County,4,31097,15655,15442,Male
Texas,Bailey County,4,6779,3448,3331,Male
Texas,Bandera County,4,22115,11038,11077,Female
Texas,Bastrop County,4,106188,54243,51945,Male
Texas,Baylor County,4,3466,1716,1750,Female
Texas,Bee County,4,30394,18662,11732,Male
Texas,Bell County,4,388386,194048,194338,Female
Texas,Bexar County,4,2059530,1024410,1035120,Female
Texas,Blanco County,4,12418,6274,6144,Male
Texas,Borden County,4,585,301,284,Male
Texas,Bosque County,4,18697,9225,9472,Female
Texas,Bowie County,4,92035,46294,45741,Male
Texas,Brazoria County,4,388181,196062,192119,Male
Texas,Brazos County,4,242014,122184,119830,Male
Texas,Brewster County,4,9343,4765,4578,Male
Texas,Briscoe County,4,1431,727,704,Male
Texas,Brooks County,4,6906,3683,3223,Male
Texas,Brown County,4,38373,19099,19274,Female
Texas,Burleson County,4,18657,9229,9428,Female
Texas,Burnet County,4,52502,25850,26652,Female
Texas,Caldwell County,4,47848,24245,23603,Male
Texas,Calhoun County,4,19706,10188,9518,Male
Texas,Callahan County,4,14210,7082,7128,Female
Texas,Cameron County,4,425208,210647,214561,Female
Texas,Camp County,4,12716,6214,6502,Female
Texas,Carson County,4,5784,2948,2836,Male
Texas,Cass County,4,28539,13913,14626,Female
Texas,Castro County,4,7298,3736,3562,Male
Texas,Chambers County,4,51288,25975,25313,Male
Texas,Cherokee County,4,51645,26565,25080,Male
Texas,Childress County,4,6809,4000,2809,Male
Texas,Clay County,4,10486,5242,5244,Female
Texas,Cochran County,4,2526,1260,1266,Female
Texas,Coke County,4,3333,1671,1662,Male
Texas,Coleman County,4,7850,3973,3877,Male
Texas,Collin County,4,1158696,577915,580781,Female
Texas,Collingsworth County,4,2568,1262,1306,Female
Texas,Colorado County,4,20754,10404,10350,Male
Texas,Comal County,4,184642,92285,92357,Female
Texas,Comanche County,4,13878,7000,6878,Male
Texas,Concho County,4,3340,1763,1577,Male
Texas,Cooke County,4,43050,21448,21602,Female
Texas,Coryell County,4,85057,43111,41946,Male
Texas,Cottle County,4,1307,629,678,Female
Texas,Crane County,4,4546,2296,2250,Male
Texas,Crockett County,4,2943,1486,1457,Male
Texas,Crosby County,4,4998,2495,2503,Female
Texas,Culberson County,4,2155,1059,1096,Female
Texas,Dallam County,4,7241,3841,3400,Male
Texas,Dallas County,4,2600840,1293549,1307291,Female
Texas,Dawson County,4,12130,6869,5261,Male
Texas,Deaf Smith County,4,18377,9253,9124,Male
Texas,Delta County,4,5406,2654,2752,Female
Texas,Denton County,4,977281,484368,492913,Female
Texas,DeWitt County,4,19772,10435,9337,Male
Texas,Dickens County,4,1726,861,865,Female
Texas,Dimmit County,4,8387,4135,4252,Female
Texas,Donley County,4,3339,1654,1685,Female
Texas,Duval County,4,9888,5284,4604,Male
Texas,Eastland County,4,17944,9018,8926,Male
Texas,Ector County,4,160869,82772,78097,Male
Texas,Edwards County,4,1422,746,676,Male
Texas,Ellis County,4,212182,105385,106797,Female
Texas,El Paso County,4,868763,433390,435373,Female
Texas,Erath County,4,43895,21594,22301,Female
Texas,Falls County,4,17049,8186,8863,Female
Texas,Fannin County,4,37125,19848,17277,Male
Texas,Fayette County,4,24913,12301,12612,Female
Texas,Fisher County,4,3622,1825,1797,Male
Texas,Floyd County,4,5235,2620,2615,Male
Texas,Foard County,4,1057,499,558,Female
Texas,Fort Bend County,4,889146,439337,449809,Female
Texas,Franklin County,4,10618,5311,5307,Male
Texas,Freestone County,4,19950,10417,9533,Male
Texas,Frio County,4,17815,10241,7574,Male
Texas,Gaines County,4,22181,11354,10827,Male
Texas,Galveston County,4,357117,176568,180549,Female
Texas,Garza County,4,6262,4318,1944,Male
Texas,Gillespie County,4,27477,13446,14031,Female
Texas,Glasscock County,4,1164,645,519,Male
Texas,Goliad County,4,7131,3596,3535,Male
Texas,Gonzales County,4,19832,9969,9863,Male
Texas,Gray County,4,21015,11347,9668,Male
Texas,Grayson County,4,143131,70291,72840,Female
Texas,Gregg County,4,125443,61491,63952,Female
Texas,Grimes County,4,30754,16610,14144,Male
Texas,Guadalupe County,4,182760,91298,91462,Female
Texas,Hale County,4,31827,16674,15153,Male
Texas,Hall County,4,2810,1415,1395,Male
Texas,Hamilton County,4,8298,4159,4139,Male
Texas,Hansford County,4,5151,2629,2522,Male
Texas,Hardeman County,4,3516,1768,1748,Male
Texas,Hardin County,4,57811,28567,29244,Female
Texas,Harris County,4,4780913,2382156,2398757,Female
Texas,Harrison County,4,69955,34364,35591,Female
Texas,Hartley County,4,5208,3053,2155,Male
Texas,Haskell County,4,5403,2919,2484,Male
Texas,Hays County,4,269225,134579,134646,Female
Texas,Hemphill County,4,3217,1603,1614,Female
Texas,Henderson County,4,84511,41730,42781,Female
Texas,Hidalgo County,4,888367,440034,448333,Female
Texas,Hill County,4,37329,18732,18597,Male
Texas,Hockley County,4,21161,10615,10546,Male
Texas,Hood County,4,66373,32714,33659,Female
Texas,Hopkins County,4,37804,18671,19133,Female
Texas,Houston County,4,21950,11824,10126,Male
Texas,Howard County,4,33672,19366,14306,Male
Texas,Hudspeth County,4,3432,2232,1200,Male
Texas,Hunt County,4,108282,53658,54624,Female
Texas,Hutchinson County,4,20215,10286,9929,Male
Texas,Irion County,4,1530,762,768,Female
Texas,Jack County,4,8922,5022,3900,Male
Texas,Jackson County,4,15142,7586,7556,Male
Texas,Jasper County,4,32484,16084,16400,Female
Texas,Jeff Davis County,4,1903,939,964,Female
Texas,Jefferson County,4,250830,129038,121792,Male
Texas,Jim Hogg County,4,4763,2484,2279,Male
Texas,Jim Wells County,4,38826,19381,19445,Female
Texas,Johnson County,4,195506,98499,97007,Male
Texas,Jones County,4,19935,12664,7271,Male
Texas,Karnes County,4,14836,8880,5956,Male
Texas,Kaufman County,4,172366,85332,87034,Female
Texas,Kendall County,4,48973,24320,24653,Female
Texas,Kenedy County,4,358,197,161,Male
Texas,Kent County,4,740,384,356,Male
Texas,Kerr County,4,53741,25956,27785,Female
Texas,Kimble County,4,4422,2156,2266,Female
Texas,King County,4,233,124,109,Male
Texas,Kinney County,4,3128,1767,1361,Male
Texas,Kleberg County,4,30362,15418,14944,Male
Texas,Knox County,4,3273,1640,1633,Male
Texas,Lamar County,4,50484,24507,25977,Female
Texas,Lamb County,4,12724,6376,6348,Male
Texas,Lampasas County,4,22785,11430,11355,Male
Texas,La Salle County,4,6604,3937,2667,Male
Texas,Lavaca County,4,20589,10157,10432,Female
Texas,Lee County,4,17954,9138,8816,Male
Texas,Leon County,4,16209,8103,8106,Female
Texas,Liberty County,4,101992,50756,51236,Female
Texas,Limestone County,4,22253,11255,10998,Male
Texas,Lipscomb County,4,2854,1483,1371,Male
Texas,Live Oak County,4,11428,6545,4883,Male
Texas,Llano County,4,22540,11015,11525,Female
Texas,Loving County,4,51,40,11,Male
Texas,Lubbock County,4,317561,156794,160767,Female
Texas,Lynn County,4,5724,2978,2746,Male
Texas,McCulloch County,4,7497,3758,3739,Male
Texas,McLennan County,4,266836,131062,135774,Female
Texas,McMullen County,4,576,303,273,Male
Texas,Madison County,4,13661,7735,5926,Male
Texas,Marion County,4,9560,4694,4866,Female
Texas,Martin County,4,5217,2642,2575,Male
Texas,Mason County,4,3982,2041,1941,Male
Texas,Matagorda County,4,36125,18178,17947,Male
Texas,Maverick County,4,57843,28931,28912,Male
Texas,Medina County,4,53723,28168,25555,Male
Texas,Menard County,4,1968,994,974,Male
Texas,Midland County,4,171999,87627,84372,Male
Texas,Milam County,4,25628,12815,12813,Male
Texas,Mills County,4,4500,2324,2176,Male
Texas,Mitchell County,4,8943,5559,3384,Male
Texas,Montague County,4,21063,10398,10665,Female
Texas,Montgomery County,4,678490,337977,340513,Female
Texas,Moore County,4,20996,10963,10033,Male
Texas,Morris County,4,12083,5856,6227,Female
Texas,Motley County,4,1032,523,509,Male
Texas,Nacogdoches County,4,64862,31337,33525,Female
Texas,Navarro County,4,54636,27371,27265,Male
Texas,Newton County,4,12052,6056,5996,Male
Texas,Nolan County,4,14473,7292,7181,Male
Texas,Nueces County,4,351674,174761,176913,Female
Texas,Ochiltree County,4,9606,4841,4765,Male
Texas,Oldham County,4,1752,910,842,Male
Texas,Orange County,4,84934,42233,42701,Female
Texas,Palo Pinto County,4,29239,14385,14854,Female
Texas,Panola County,4,22677,11379,11298,Male
Texas,Parker County,4,165834,83406,82428,Male
Texas,Parmer County,4,9620,5030,4590,Male
Texas,Pecos County,4,14735,8390,6345,Male
Texas,Polk County,4,53255,28652,24603,Male
Texas,Potter County,4,115645,59732,55913,Male
Texas,Presidio County,4,5939,3056,2883,Male
Texas,Rains County,4,12823,6509,6314,Male
Texas,Randall County,4,146140,72276,73864,Female
Texas,Reagan County,4,3135,1713,1422,Male
Texas,Real County,4,2840,1407,1433,Female
Texas,Red River County,4,11542,5709,5833,Female
Texas,Reeves County,4,12905,7440,5465,Male
Texas,Refugio County,4,6632,3255,3377,Female
Texas,Roberts County,4,803,400,403,Female
Texas,Robertson County,4,17153,8455,8698,Female
Texas,Rockwall County,4,123208,61622,61586,Male
Texas,Runnels County,4,9859,5068,4791,Male
Texas,Rusk County,4,53333,28410,24923,Male
Texas,Sabine County,4,10048,5049,4999,Male
Texas,San Augustine County,4,7857,3922,3935,Female
Texas,San Jacinto County,4,28348,14221,14127,Male
Texas,San Patricio County,4,69954,35502,34452,Male
Texas,San Saba County,4,5824,3221,2603,Male
Texas,Schleicher County,4,2357,1201,1156,Male
Texas,Scurry County,4,16686,8943,7743,Male
Texas,Shackelford County,4,3186,1612,1574,Male
Texas,Shelby County,4,24008,11945,12063,Female
Texas,Sherman County,4,2799,1476,1323,Male
Texas,Smith County,4,241922,117439,124483,Female
Texas,Somervell County,4,9757,4879,4878,Male
Texas,Starr County,4,65728,32086,33642,Female
Texas,Stephens County,4,9390,5156,4234,Male
Texas,Sterling County,4,1417,712,705,Male
Texas,Stonewall County,4,1182,594,588,Male
Texas,Sutton County,4,3217,1632,1585,Male
Texas,Swisher County,4,6881,3723,3158,Male
Texas,Tarrant County,4,2154595,1060996,1093599,Female
Texas,Taylor County,4,145163,71233,73930,Female
Texas,Terrell County,4,693,362,331,Male
Texas,Terry County,4,11567,6094,5473,Male
Texas,Throckmorton County,4,1550,778,772,Male
Texas,Titus County,4,31208,15396,15812,Female
Texas,Tom Green County,4,118892,59507,59385,Male
Texas,Travis County,4,1326436,679051,647385,Male
Texas,Trinity County,4,13996,6853,7143,Female
Texas,Tyler County,4,20030,10759,9271,Male
Texas,Upshur County,4,42488,21102,21386,Female
Texas,Upton County,4,3152,1585,1567,Male
Texas,Uvalde County,4,24940,12367,12573,Female
Texas,Val Verde County,4,47606,24690,22916,Male
Texas,Van Zandt County,4,62859,31048,31811,Female
Texas,Victoria County,4,91065,44961,46104,Female
Texas,Walker County,4,78870,46082,32788,Male
